Satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Food and drink,Gate location,Inflight entertainment,Ease of Online booking,Baggage handling,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2778,3,3,2,3,5,4,5,60,51
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2410,3,3,2,3,2,5,2,0,23
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2175,5,4,4,5,5,3,5,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2194,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2666,3,3,2,3,3,4,3,50,56
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1714,3,3,2,3,4,5,4,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1988,3,3,2,3,1,5,1,42,30
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2510,3,3,2,3,2,3,2,7,26
satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1899,4,4,4,3,5,5,3,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,899,4,4,4,4,5,5,4,30,38
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,866,4,4,4,3,5,5,2,10,33
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2164,3,3,2,3,2,5,2,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2530,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2324,2,2,2,3,5,5,5,1,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,884,2,2,2,5,5,4,5,18,31
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1824,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2180,3,3,2,3,5,5,5,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,873,5,4,4,3,5,5,1,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2571,3,4,3,4,5,5,4,6,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,887,1,1,1,5,2,4,5,1,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,887,5,5,5,5,5,3,5,30,50
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2504,1,1,1,5,2,4,5,0,2
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2600,3,3,2,5,4,5,5,167,169
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,884,3,3,3,5,3,3,5,12,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1640,2,2,2,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2124,3,3,2,3,2,2,2,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1969,5,1,1,3,5,5,2,9,1
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2316,3,3,2,3,3,4,3,2,55
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2036,3,3,2,3,3,4,3,2,6
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1562,3,2,3,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2434,3,3,2,3,1,5,1,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1840,5,5,5,5,5,3,5,0,12
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2349,3,3,2,3,1,3,1,5,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,831,4,4,4,3,5,5,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Business,2105,3,3,2,3,3,2,3,24,27
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2499,3,3,2,3,3,4,3,24,29
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,794,1,1,1,5,3,5,5,43,75
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1487,1,1,1,5,5,5,1,1,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1995,5,5,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Business,816,5,5,5,5,5,5,5,27,22
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2657,3,3,2,3,4,5,4,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2011,1,1,1,5,4,4,5,8,14
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2077,3,3,2,3,2,5,2,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,2224,3,3,2,3,2,4,2,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1733,3,3,2,3,1,4,1,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,767,2,2,2,4,5,5,3,16,12
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2057,3,2,3,5,5,5,3,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1828,1,1,1,5,5,5,5,0,6
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,741,5,5,5,5,5,5,4,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1842,5,1,1,5,5,5,1,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,758,4,4,4,5,5,5,3,4,13
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,773,2,2,2,5,5,5,5,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,2047,1,3,1,4,5,5,4,21,26
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2003,3,3,3,3,5,5,3,3,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1701,5,1,1,4,5,5,4,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1856,3,3,2,3,3,2,3,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Business,748,3,3,2,4,4,4,3,34,20
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1721,3,3,2,3,3,4,3,0,9
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,722,5,3,3,2,5,5,2,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2052,3,3,2,3,1,5,1,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,708,1,1,1,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1407,3,3,2,3,4,5,4,0,5
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1498,3,3,2,3,3,4,3,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2403,3,3,2,3,1,5,1,2,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1746,3,3,3,5,5,5,4,0,23
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,2231,3,3,2,3,5,4,5,21,3
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2101,3,3,2,3,4,4,4,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,719,5,5,5,5,5,4,5,56,49
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1610,3,3,2,3,3,4,3,0,4
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1763,3,3,2,3,3,4,3,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,698,2,2,2,5,5,5,5,8,0
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2198,4,4,4,5,3,4,5,32,27
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1517,3,3,2,3,1,4,1,0,2
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,695,1,5,1,5,3,5,5,11,6
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2068,3,3,3,4,5,5,3,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,684,4,4,4,3,5,5,4,30,24
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1849,5,5,5,3,5,5,3,0,10
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1920,3,3,2,3,1,4,1,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Business,665,5,1,1,4,5,5,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2207,3,3,2,3,1,5,1,21,34
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1675,3,3,2,3,3,1,3,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1729,2,2,2,5,5,3,5,0,0
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1888,3,3,2,3,4,5,4,61,73
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2460,5,5,5,5,4,5,5,0,2
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1779,3,3,2,3,4,5,4,13,8
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1731,3,3,3,3,5,5,5,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1664,3,3,2,3,1,4,1,50,66
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,2418,5,2,1,3,5,5,1,9,0
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1599,3,3,2,3,1,4,1,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2218,3,3,2,3,5,4,5,8,25
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,660,5,5,5,3,5,5,5,0,6
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2429,3,3,2,3,3,5,3,183,181
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,672,5,4,4,4,5,5,5,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2036,3,3,2,3,2,4,2,42,42
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1649,3,3,2,3,4,5,4,5,
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1731,3,3,2,3,2,3,2,2,2
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1598,5,2,2,5,5,5,1,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2264,3,3,2,3,2,2,2,2,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,617,3,3,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Business,620,1,1,1,5,5,5,5,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1702,4,4,4,5,4,4,5,0,0
satisfied,Male,disloyal Customer,24,Business travel,Business,2128,4,4,3,4,3,4,3,37,30
dissatisfied,Female,disloyal Customer,15,Business travel,Eco,2275,4,4,3,4,5,2,5,58,
satisfied,Male,disloyal Customer,24,Business travel,Business,2150,4,4,3,4,4,5,4,0,0
dissatisfied,Female,disloyal Customer,47,Business travel,Eco,1718,4,4,3,4,2,1,2,0,0
satisfied,Female,disloyal Customer,24,Business travel,Business,1594,4,4,3,4,3,4,3,28,29
dissatisfied,Female,disloyal Customer,17,Business travel,Eco,2006,4,4,3,4,1,3,1,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Business,2169,4,4,3,4,3,4,3,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1556,4,4,3,4,1,1,1,16,0
satisfied,Female,disloyal Customer,24,Business travel,Business,2318,4,4,3,4,4,4,4,12,0
satisfied,Female,disloyal Customer,24,Business travel,Business,1536,4,4,3,4,4,5,4,0,17
dissatisfied,Male,disloyal Customer,24,Business travel,Business,1768,4,4,3,4,2,3,2,32,32
satisfied,Male,disloyal Customer,24,Business travel,Business,1335,4,4,3,4,3,4,3,0,0
satisfied,Female,disloyal Customer,24,Business travel,Business,1325,4,4,3,4,2,5,2,0,0
satisfied,Male,disloyal Customer,24,Business travel,Business,1730,4,4,3,4,2,4,2,0,0
dissatisfied,Female,disloyal Customer,50,Business travel,Eco,1949,4,4,3,4,5,3,5,61,64
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1421,4,4,3,4,1,3,1,3,6
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1362,4,4,3,4,4,1,4,0,0
satisfied,Female,disloyal Customer,24,Business travel,Business,1900,4,4,3,4,1,4,1,0,0
satisfied,Female,disloyal Customer,24,Business travel,Business,1622,4,4,3,4,2,4,2,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2233,4,4,3,4,1,5,1,0,0
satisfied,Male,disloyal Customer,24,Business travel,Business,1700,4,4,3,4,3,5,3,0,4
satisfied,Male,disloyal Customer,24,Business travel,Business,1725,4,4,3,4,2,5,2,9,12
satisfied,Female,disloyal Customer,24,Business travel,Business,1384,4,4,3,4,4,4,4,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2296,4,4,3,4,4,5,4,0,0
satisfied,Female,disloyal Customer,24,Business travel,Business,998,4,4,3,4,2,1,2,50,45
satisfied,Male,disloyal Customer,23,Business travel,Eco,1800,4,4,3,4,4,4,4,4,12
satisfied,Female,disloyal Customer,24,Business travel,Business,2157,4,4,3,4,3,4,3,21,58
satisfied,Female,disloyal Customer,23,Business travel,Business,1914,4,4,3,4,4,5,4,0,0
satisfied,Female,disloyal Customer,23,Business travel,Business,3827,4,4,3,4,4,4,4,0,0
satisfied,Male,disloyal Customer,22,Business travel,Eco,2198,4,4,3,2,2,1,2,164,226
satisfied,Female,disloyal Customer,22,Business travel,Eco,1338,4,4,3,4,5,2,5,27,19
dissatisfied,Female,disloyal Customer,18,Business travel,Eco,1837,4,4,3,4,2,4,2,5,68
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1851,4,4,3,4,1,5,1,0,2
satisfied,Male,disloyal Customer,23,Business travel,Business,2419,4,4,3,4,4,4,4,6,5
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1442,4,4,3,4,2,4,2,14,10
satisfied,Male,disloyal Customer,20,Business travel,Eco,2178,4,4,3,4,3,3,3,0,0
dissatisfied,Male,disloyal Customer,58,Business travel,Eco,1580,4,4,3,4,2,1,2,10,6
dissatisfied,Male,disloyal Customer,74,Business travel,Eco,2167,4,4,3,4,3,4,3,2,68
satisfied,Male,disloyal Customer,26,Business travel,Eco,1771,4,4,3,4,3,2,3,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1639,4,4,3,4,1,5,1,0,0
satisfied,Female,disloyal Customer,20,Business travel,Eco,1864,4,4,3,4,4,4,4,0,4
satisfied,Female,disloyal Customer,19,Business travel,Eco,1781,4,4,3,4,1,4,1,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,1424,4,4,3,4,3,2,3,0,0
satisfied,Female,disloyal Customer,23,Business travel,Eco,1708,4,4,3,4,3,1,3,0,8
dissatisfied,Female,disloyal Customer,56,Business travel,Eco,1972,4,4,3,4,2,4,2,0,0
satisfied,Male,disloyal Customer,20,Business travel,Eco,1454,4,4,3,4,4,4,4,25,17
satisfied,Male,disloyal Customer,23,Business travel,Business,2191,4,4,3,3,5,4,3,152,149
satisfied,Male,disloyal Customer,23,Business travel,Eco,1735,4,4,3,4,2,3,2,70,55
satisfied,Female,disloyal Customer,23,Business travel,Business,1677,4,4,3,4,4,4,4,0,0
satisfied,Male,disloyal Customer,23,Business travel,Business,1953,4,4,3,4,5,5,5,0,0
satisfied,Male,disloyal Customer,23,Business travel,Business,1217,4,4,3,4,5,4,5,0,11
satisfied,Male,disloyal Customer,23,Business travel,Business,1748,4,4,3,4,5,4,5,0,0
dissatisfied,Male,disloyal Customer,63,Business travel,Eco,1525,4,4,3,4,2,4,2,39,38
satisfied,Female,disloyal Customer,23,Business travel,Business,1719,4,4,3,4,2,4,2,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1842,4,4,3,4,3,3,3,0,13
satisfied,Male,disloyal Customer,22,Business travel,Business,3826,4,4,3,1,4,4,1,0,11
satisfied,Male,disloyal Customer,22,Business travel,Business,2709,4,4,3,1,5,4,5,293,265
satisfied,Male,disloyal Customer,22,Business travel,Business,2959,4,4,3,4,4,3,4,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,2926,4,4,3,4,2,4,2,85,69
satisfied,Male,disloyal Customer,22,Business travel,Business,2023,4,4,3,4,4,4,4,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,2149,4,4,3,4,1,3,1,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,2098,4,4,3,4,2,5,2,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,2512,4,4,3,4,1,4,1,0,3
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2272,4,4,3,4,2,3,2,0,0
dissatisfied,Female,disloyal Customer,34,Business travel,Eco,1938,4,4,3,4,2,3,2,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1739,4,4,3,4,5,5,5,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,1914,4,4,3,4,2,5,2,50,34
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1404,4,4,3,4,2,3,2,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1587,4,4,3,4,3,1,3,0,0
satisfied,Male,disloyal Customer,27,Business travel,Eco,1690,4,4,3,4,1,5,1,0,0
satisfied,Male,disloyal Customer,24,Business travel,Eco,1779,4,4,3,4,2,4,2,74,68
satisfied,Female,disloyal Customer,24,Business travel,Eco,1409,4,4,3,4,4,5,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2005,4,4,3,4,2,1,2,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1740,4,4,3,4,1,4,1,14,10
satisfied,Male,disloyal Customer,17,Business travel,Eco,2161,4,4,3,4,5,4,5,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,1708,4,4,3,4,1,4,1,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,1860,4,4,3,4,4,4,4,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,1919,4,4,3,4,1,4,1,27,16
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2077,4,4,3,4,4,3,4,0,0
satisfied,Male,disloyal Customer,23,Business travel,Eco,1735,4,4,3,4,5,4,5,17,7
satisfied,Female,disloyal Customer,22,Business travel,Business,1505,4,4,3,4,4,5,4,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,2400,4,4,3,4,2,4,2,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,2184,4,4,3,4,5,4,5,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,1589,4,4,3,4,5,5,5,0,0
satisfied,Female,disloyal Customer,28,Business travel,Eco,1724,4,4,3,4,1,2,1,43,46
satisfied,Male,disloyal Customer,20,Business travel,Eco,1784,4,4,3,4,3,5,3,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1121,4,4,3,4,2,5,2,23,6
satisfied,Female,disloyal Customer,20,Business travel,Eco,2159,4,4,3,4,4,4,4,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,2313,4,4,3,4,5,5,5,1,0
satisfied,Female,disloyal Customer,22,Business travel,Business,1423,4,4,3,4,1,5,1,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,1355,4,4,3,4,3,5,3,116,113
dissatisfied,Male,disloyal Customer,54,Business travel,Eco,1617,4,4,3,4,5,2,5,0,0
satisfied,Male,disloyal Customer,22,Business travel,Business,2047,4,4,3,3,3,4,3,170,210
satisfied,Male,disloyal Customer,22,Business travel,Business,1487,4,4,3,4,2,4,2,0,5
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1320,4,4,3,4,5,2,5,0,0
satisfied,Female,disloyal Customer,22,Business travel,Business,1185,4,4,3,4,5,4,5,2,2
satisfied,Female,disloyal Customer,22,Business travel,Business,1337,4,4,3,4,4,4,4,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Eco,1418,4,4,3,4,1,4,1,0,0
dissatisfied,Female,disloyal Customer,19,Business travel,Eco,1114,4,4,3,4,4,3,4,0,0
satisfied,Male,disloyal Customer,24,Business travel,Eco,1893,4,4,3,4,1,5,1,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1712,4,4,3,4,2,2,2,0,0
satisfied,Female,disloyal Customer,24,Business travel,Eco,1325,4,4,3,4,2,4,2,0,0
satisfied,Female,disloyal Customer,21,Business travel,Business,1669,4,4,3,4,3,4,3,0,0
satisfied,Male,disloyal Customer,23,Business travel,Eco,1553,4,4,3,4,2,4,2,58,52
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1471,4,4,3,4,4,3,4,0,0
satisfied,Female,disloyal Customer,21,Business travel,Business,2010,4,4,3,4,4,5,4,15,7
satisfied,Male,disloyal Customer,21,Business travel,Business,2082,4,4,3,4,5,5,5,32,39
satisfied,Female,disloyal Customer,21,Business travel,Business,1706,,4,3,4,5,4,5,0,0
satisfied,Male,disloyal Customer,21,Business travel,Eco,1720,4,4,3,4,5,5,5,0,0
satisfied,Female,disloyal Customer,38,Business travel,Eco,1940,4,4,3,4,5,2,5,10,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1321,4,4,3,4,2,3,2,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1723,4,4,3,4,3,4,3,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1748,4,4,3,4,2,4,2,10,3
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1115,4,4,3,4,4,5,4,0,0
satisfied,Male,disloyal Customer,21,Business travel,Business,1499,4,4,3,4,4,4,4,5,1
satisfied,Male,disloyal Customer,21,Business travel,Business,1833,4,4,3,4,2,4,2,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1649,4,4,3,4,2,5,2,0,3
satisfied,Female,disloyal Customer,20,Business travel,Business,3739,4,4,3,2,4,5,2,12,26
satisfied,Male,disloyal Customer,37,Business travel,Eco,1443,4,4,3,4,2,5,2,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1613,4,4,3,4,5,3,5,0,0
satisfied,Male,disloyal Customer,20,Business travel,Eco,1173,4,4,3,4,3,4,3,14,7
satisfied,Male,disloyal Customer,29,Business travel,Eco,1425,4,4,3,4,1,1,1,18,13
satisfied,Male,disloyal Customer,23,Business travel,Eco,1388,4,4,3,4,2,4,2,0,0
satisfied,Male,disloyal Customer,22,Business travel,Eco,1826,4,4,3,4,5,4,5,0,5
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1940,4,4,3,4,2,4,2,0,0
satisfied,Male,disloyal Customer,20,Business travel,Business,2644,4,4,3,4,5,5,5,21,20
satisfied,Male,disloyal Customer,20,Business travel,Business,2489,4,4,3,4,2,4,2,0,10
satisfied,Male,disloyal Customer,20,Business travel,Business,1687,4,4,3,4,2,4,2,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1657,4,4,3,4,2,4,2,107,107
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1519,4,4,3,4,2,5,2,14,2
satisfied,Male,disloyal Customer,20,Business travel,Business,2188,4,4,3,4,3,4,3,0,0
satisfied,Female,disloyal Customer,20,Business travel,Business,2406,4,4,3,4,4,4,4,0,0
dissatisfied,Female,disloyal Customer,43,Business travel,Eco,1630,4,4,3,4,4,1,4,3,0
satisfied,Male,disloyal Customer,20,Business travel,Business,2202,4,4,3,4,5,5,5,8,7
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1222,4,4,3,4,1,1,1,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1354,4,4,3,4,1,5,1,0,0
satisfied,Female,disloyal Customer,20,Business travel,Business,1788,4,4,3,4,1,4,1,0,0
satisfied,Male,disloyal Customer,20,Business travel,Business,878,4,4,3,4,4,4,4,0,0
satisfied,Male,disloyal Customer,20,Business travel,Business,1621,4,4,3,4,4,5,4,0,0
satisfied,Male,disloyal Customer,19,Business travel,Business,2354,4,4,3,4,2,3,2,78,56
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1401,4,4,3,4,3,1,3,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1593,4,4,3,4,4,3,4,0,0
satisfied,Male,disloyal Customer,19,Business travel,Business,1487,4,4,3,4,5,4,5,14,0
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,1492,4,4,3,4,2,2,2,16,32
satisfied,Female,disloyal Customer,18,Business travel,Eco Plus,2926,4,4,3,4,2,1,2,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,1001,4,4,3,4,1,4,1,38,30
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1155,4,4,3,4,2,2,2,27,20
satisfied,Female,disloyal Customer,18,Business travel,Business,2259,4,4,3,4,2,4,2,0,0
satisfied,Female,disloyal Customer,18,Business travel,Business,2151,4,4,3,4,1,4,1,5,0
satisfied,Female,disloyal Customer,18,Business travel,Business,2344,4,4,3,4,2,4,2,29,21
satisfied,Male,disloyal Customer,22,Business travel,Eco,1682,4,4,3,4,3,3,3,0,0
satisfied,Male,disloyal Customer,24,Business travel,Eco,1643,4,4,3,4,1,1,1,0,0
satisfied,Female,disloyal Customer,30,Business travel,Eco,1868,4,4,3,4,2,3,2,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1459,4,4,3,4,1,2,1,0,0
satisfied,Female,disloyal Customer,22,Business travel,Eco,1456,4,4,3,4,4,2,4,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1938,4,4,3,4,5,4,5,22,27
dissatisfied,Male,disloyal Customer,16,Business travel,Eco Plus,2082,4,4,3,4,2,4,2,0,0
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,1299,4,4,3,4,5,4,5,0,0
satisfied,Female,disloyal Customer,25,Business travel,Eco,1235,4,4,3,4,4,4,4,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1615,4,4,3,4,3,5,3,0,0
satisfied,Male,disloyal Customer,27,Business travel,Eco,947,4,4,3,4,2,5,2,0,0
satisfied,Female,disloyal Customer,14,Business travel,Business,2513,4,4,3,4,4,4,4,44,18
satisfied,Male,disloyal Customer,13,Business travel,Business,1805,4,4,3,4,1,5,1,63,56
dissatisfied,Male,disloyal Customer,41,Business travel,Eco,1098,4,4,3,4,5,4,5,0,0
satisfied,Female,disloyal Customer,12,Business travel,Business,2287,4,4,3,4,1,4,1,0,0
dissatisfied,Male,disloyal Customer,35,Business travel,Eco,1037,4,4,3,4,5,4,5,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,1556,4,4,3,4,4,3,4,0,9
dissatisfied,Female,disloyal Customer,9,Business travel,Eco Plus,2198,4,4,3,4,1,3,1,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,1729,4,4,3,4,5,2,5,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2131,4,4,4,4,4,2,4,2,0
dissatisfied,Female,disloyal Customer,26,Business travel,Business,2719,4,4,4,4,5,4,5,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2531,4,4,4,4,1,4,1,0,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,1859,4,4,4,4,3,1,3,0,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,1672,4,4,4,4,3,4,3,0,0
satisfied,Female,disloyal Customer,26,Business travel,Business,1310,4,4,4,4,5,4,5,17,6
satisfied,Male,disloyal Customer,26,Business travel,Business,1193,4,4,4,4,4,5,4,23,20
satisfied,Male,disloyal Customer,26,Business travel,Business,1297,4,4,4,4,5,5,5,72,70
